ma_hoc_sinh,ho_ten,truong_hoc_ma,truong_hoc_ten,loai_truong,lop_hoc_ma,lop_hoc_ten,cap_hoc,khu_vuc_ma,ten_khu_vuc,quan_huyen,tinh_thanh,hoc_luc,nguon_du_lieu,trang_thai,ngay_cap_nhat,mon_hoc_ma,ten_mon_hoc,nhom_mon_hoc,hinh_thuc_hoc,muc_tieu_hoc_tap,ngan_sach_toi_da_gio,so_buoi_moi_tuan,trang_thai_nhu_cau,ngay_dang
HS_WB_0015,Trần Thanh Vy,THPT_MQ,THPT Mạc Đĩnh Chi,thpt,LOP_06,Lớp 6,thcs,KV_HN_DD,Đống Đa,Đống Đa,Hà Nội,gioi,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-23
HS_WB_0016,Đặng Đình Hùng,THPT_TL,THPT Thăng Long,thpt,LOP_10,Lớp 10,thpt,KV_HCM_Q1,Quận 1,Quận 1,Hồ Chí Minh,xuat_sac,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,ca_hai,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-10
HS_WB_0017,Phạm Trọng Hùng,THPT_NH,THPT Nguyễn Hiền,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q4,Quận 4,Quận 4,Hồ Chí Minh,gioi,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,ca_hai,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-04-02
HS_WB_0018,Phạm Trọng Phú,THPT_OIK,THPT Ông Ích Khiêm,thpt,LOP_09,Lớp 9,thcs,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,trung_binh,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-08
HS_WB_0019,Đặng Bảo Châu,THPT_TTT,THPT Tôn Thất Tùng,thpt,LOP_09,Lớp 9,thcs,KV_HCM_BT,Bình Thạnh,Bình Thạnh,Hồ Chí Minh,yeu,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-23
HS_WB_0020,Phạm Trọng Khoa,THPT_LQD_DN,THPT Chuyên Lê Quý Đôn,thpt,LOP_06,Lớp 6,thcs,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,trung_binh,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-08
HS_WB_0021,Phạm Thanh Vy,THPT_MC,THPT Marie Curie,thpt,LOP_09,Lớp 9,thcs,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,trung_binh,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-08
HS_WB_0022,Dương Thị Thảo,THPT_TD,THPT Thủ Đức,thpt,LOP_09,Lớp 9,thcs,KV_HCM_PN,Phú Nhuận,Phú Nhuận,Hồ Chí Minh,gioi,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-16
HS_WB_0023,Đỗ Quang Kiệt,THPT_NT_HCM,THPT Nguyễn Trãi,thpt,LOP_06,Lớp 6,thcs,KV_HN_HM,Hoàng Mai,Hoàng Mai,Hà Nội,gioi,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,ca_hai,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-16
HS_WB_0024,Lê Minh Đức,THPT_AMS,THPT Chuyên Hà Nội - Amsterdam,thpt,LOP_12,Lớp 12,thpt,KV_HCM_Q10,Quận 10,Quận 10,Hồ Chí Minh,kha,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-19
HS_WB_0025,Lý Minh Khoa,THPT_TL,THPT Thăng Long,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q4,Quận 4,Quận 4,Hồ Chí Minh,kha,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-29
HS_WB_0026,Bùi Đình Kiệt,THPT_ND,THPT Nguyễn Du,thpt,LOP_09,Lớp 9,thcs,KV_HN_HD,Hà Đông,Hà Đông,Hà Nội,yeu,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-26
HS_WB_0027,Vũ Văn Phú,THPT_DD,THPT Đống Đa,thpt,LOP_10,Lớp 10,thpt,KV_HN_TX,Thanh Xuân,Thanh Xuân,Hà Nội,kha,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-25
HS_WB_0028,Bùi Ngọc Linh,THPT_DA,THPT Đông Anh,thpt,LOP_10,Lớp 10,thpt,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,xuat_sac,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-04-03
HS_WB_0029,Vũ Quang Nam,THPT_AMS,THPT Chuyên Hà Nội - Amsterdam,thpt,LOP_10,Lớp 10,thpt,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,trung_binh,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-22
HS_WB_0030,Lê Xuân Hân,THPT_HHT,THPT Hoàng Hoa Thám,thpt,LOP_10,Lớp 10,thpt,KV_HN_LB,Long Biên,Long Biên,Hà Nội,kha,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,online,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-10
HS_WB_0031,Ngô Bảo Thu,THPT_CVA,THPT Chu Văn An,thpt,LOP_06,Lớp 6,thcs,KV_HCM_BT,Bình Thạnh,Bình Thạnh,Hồ Chí Minh,trung_binh,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-25
HS_WB_0032,Lê Hải Kiệt,THPT_NMK,THPT Nguyễn Thị Minh Khai,thpt,LOP_09,Lớp 9,thcs,KV_HCM_PN,Phú Nhuận,Phú Nhuận,Hồ Chí Minh,trung_binh,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-27
HS_WB_0033,Lê Bảo Thảo,THPT_MQ,THPT Mạc Đĩnh Chi,thpt,LOP_06,Lớp 6,thcs,KV_DN_HC,Hải Châu,Hải Châu,Đà Nẵng,trung_binh,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-23
HS_WB_0034,Lê Văn Phú,THPT_NHS,THPT Ngũ Hành Sơn,thpt,LOP_06,Lớp 6,thcs,KV_HN_HM,Hoàng Mai,Hoàng Mai,Hà Nội,gioi,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-31
HS_WB_0035,Đặng Hữu Kiệt,THPT_PDP,THPT Phan Đình Phùng,thpt,LOP_12,Lớp 12,thpt,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,trung_binh,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-04-03
HS_WB_0036,Đỗ Bảo Thảo,THPT_TPh,THPT Thái Phiên,thpt,LOP_12,Lớp 12,thpt,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,trung_binh,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-04-02
HS_WB_0037,Đỗ Hoàng Linh,THPT_VD,THPT Việt Đức,thpt,LOP_10,Lớp 10,thpt,KV_HN_HM,Hoàng Mai,Hoàng Mai,Hà Nội,yeu,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-23
HS_WB_0038,Phạm Thu Vy,THPT_LQD_HN,THPT Lê Quý Đôn - Đống Đa,thpt,LOP_12,Lớp 12,thpt,KV_HCM_Q1,Quận 1,Quận 1,Hồ Chí Minh,trung_binh,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-07
HS_WB_0039,Hoàng Quang Khoa,THPT_MC,THPT Marie Curie,thpt,LOP_10,Lớp 10,thpt,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,trung_binh,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-24
HS_WB_0040,Dương Thái Cường,THPT_TTT,THPT Tôn Thất Tùng,thpt,LOP_10,Lớp 10,thpt,KV_HN_CG,Cầu Giấy,Cầu Giấy,Hà Nội,gioi,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-21
HS_WB_0041,Trần Hồng Linh,THPT_NVT,THPT Nguyễn Văn Trỗi,thpt,LOP_10,Lớp 10,thpt,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,trung_binh,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-16
HS_WB_0042,Vũ Hải Đạt,THPT_KL,THPT Kim Liên,thpt,LOP_06,Lớp 6,thcs,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,yeu,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-16
HS_WB_0043,Vũ Đức Đức,THPT_NVT,THPT Nguyễn Văn Trỗi,thpt,LOP_12,Lớp 12,thpt,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,gioi,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-16
HS_WB_0044,Lý Thanh Nhung,THPT_ST,THPT Sơn Tây,thpt,LOP_10,Lớp 10,thpt,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,yeu,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-14
HS_WB_0045,Vũ Ngọc Mai,THPT_TL,THPT Thăng Long,thpt,LOP_10,Lớp 10,thpt,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,kha,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-25
HS_WB_0046,Đỗ Quang Đức,THPT_TPh,THPT Thái Phiên,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,xuat_sac,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-04-01
HS_WB_0047,Vũ Hải Khoa,THPT_TD,THPT Thủ Đức,thpt,LOP_12,Lớp 12,thpt,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,yeu,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-04
HS_WB_0048,Bùi Đình Kiệt,THPT_DA,THPT Đông Anh,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q5,Quận 5,Quận 5,Hồ Chí Minh,yeu,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-24
HS_WB_0049,Trần Hồng Linh,THPT_NH,THPT Nguyễn Hiền,thpt,LOP_09,Lớp 9,thcs,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,gioi,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-26
HS_WB_0050,Nguyễn Thanh Linh,THPT_PN,THPT Phú Nhuận,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,gioi,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,online,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-26
HS_WB_0051,Vũ Thị Thu,THPT_TPh,THPT Thái Phiên,thpt,LOP_10,Lớp 10,thpt,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,gioi,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-11
HS_WB_0052,Phạm Thanh Trang,THPT_GD,THPT Gia Định,thpt,LOP_06,Lớp 6,thcs,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,trung_binh,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-04-03
HS_WB_0053,Hoàng Xuân Nhung,THPT_MC,THPT Marie Curie,thpt,LOP_10,Lớp 10,thpt,KV_HN_HM,Hoàng Mai,Hoàng Mai,Hà Nội,trung_binh,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-21
HS_WB_0054,Phạm Xuân Linh,THPT_KL,THPT Kim Liên,thpt,LOP_12,Lớp 12,thpt,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,kha,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-13
HS_WB_0055,Bùi Hoàng Thu,THPT_NMK,THPT Nguyễn Thị Minh Khai,thpt,LOP_06,Lớp 6,thcs,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,yeu,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-23
HS_WB_0056,Nguyễn Đức Tuấn,THPT_KL,THPT Kim Liên,thpt,LOP_12,Lớp 12,thpt,KV_HN_BD,Ba Đình,Ba Đình,Hà Nội,gioi,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-08
HS_WB_0057,Đỗ Ngọc An,THPT_CVA,THPT Chu Văn An,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,yeu,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-29
HS_WB_0058,Đỗ Hải Kiệt,THPT_LHP,THPT Chuyên Lê Hồng Phong,thpt,LOP_06,Lớp 6,thcs,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,xuat_sac,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-08
HS_WB_0059,Hoàng Hữu Đức,THPT_NVT,THPT Nguyễn Văn Trỗi,thpt,LOP_12,Lớp 12,thpt,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,kha,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-16
HS_WB_0060,Bùi Thu Thu,THPT_TPh,THPT Thái Phiên,thpt,LOP_09,Lớp 9,thcs,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,kha,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-10
HS_WB_0061,Phạm Thu Trang,THPT_LQD_HCM,THPT Lê Quý Đôn,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,kha,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-12
HS_WB_0062,Phạm Hữu Hùng,THPT_TPh,THPT Thái Phiên,thpt,LOP_12,Lớp 12,thpt,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,trung_binh,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-12
HS_WB_0063,Đỗ Minh Nam,THPT_PDP,THPT Phan Đình Phùng,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,kha,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,ca_hai,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-04-02
HS_WB_0064,Vũ Thái Nam,THPT_VD,THPT Việt Đức,thpt,LOP_12,Lớp 12,thpt,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,yeu,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-21
HS_WB_0065,Đỗ Thị Thảo,THPT_NT_HCM,THPT Nguyễn Trãi,thpt,LOP_06,Lớp 6,thcs,KV_HN_TX,Thanh Xuân,Thanh Xuân,Hà Nội,gioi,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-04-03
HS_WB_0066,Trần Hữu Tuấn,THPT_MQ,THPT Mạc Đĩnh Chi,thpt,LOP_12,Lớp 12,thpt,KV_HN_BTL,Bắc Từ Liêm,Bắc Từ Liêm,Hà Nội,gioi,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-05
HS_WB_0067,Lý Ngọc Trang,THPT_DD,THPT Đống Đa,thpt,LOP_09,Lớp 9,thcs,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,xuat_sac,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-10
HS_WB_0068,Trần Thanh Trang,THPT_TD,THPT Thủ Đức,thpt,LOP_10,Lớp 10,thpt,KV_HN_HBT,Hai Bà Trưng,Hai Bà Trưng,Hà Nội,xuat_sac,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-12
HS_WB_0069,Hoàng Minh Khoa,THPT_DD,THPT Đống Đa,thpt,LOP_12,Lớp 12,thpt,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,xuat_sac,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-09
HS_WB_0070,Lý Hải Huy,THPT_KL,THPT Kim Liên,thpt,LOP_10,Lớp 10,thpt,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,yeu,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-15
HS_WB_0071,Bùi Văn Huy,THPT_YH,THPT Yên Hòa,thpt,LOP_12,Lớp 12,thpt,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,yeu,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-26
HS_WB_0072,Vũ Hải Cường,THPT_TPh,THPT Thái Phiên,thpt,LOP_09,Lớp 9,thcs,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,gioi,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-04-02
HS_WB_0073,Ngô Hữu Đức,THPT_LHP,THPT Chuyên Lê Hồng Phong,thpt,LOP_12,Lớp 12,thpt,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,gioi,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-16
HS_WB_0074,Dương Xuân Linh,THPT_TPh,THPT Thái Phiên,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,kha,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-04
